responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,memiliki_akun_digital_bank?,digital_bank_pilihan_1,digital_bank_pilihan_2,digital_bank_pilihan_3,digital_bank_pilihan_4,digital_bank_pilihan_5,alasan_1,alasan_2,alasan_3,alasan_4,alasan_5,fitur_1,fitur_2,fitur_3,fitur_4,fitur_5,keluhan_1,keluhan_2,keluhan_3
147,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
148,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
149,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
150,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
151,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,kemudahan pembukaan rekening,,,,Transfer,,,,,,
152,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
153,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
154,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
155,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
156,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
157,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
158,Perempuan,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,,Digibank by Bank DBS,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
159,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,,,kemudahan pembukaan rekening,,,,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
160,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
161,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,,,,,,,,,,,
162,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
163,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
164,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
165,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
166,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
167,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
168,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,Mutasi rekening/ History Transaksi/ Spending Tracker,,,
169,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
170,Laki – laki,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
171,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
172,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
173,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
174,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
175,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
176,Perempuan,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
177,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
178,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
179,Laki – laki,< 15 tahun,SD,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,,Blu by Bank BCA,,,,,,,,,,,,,,
180,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
181,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,,,,,,
182,Perempuan,21-30 tahun,S2,> Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
183,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
184,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
185,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,karena sedang tren,,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,
186,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
187,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
188,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
189,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
190,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
191,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
192,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
193,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
194,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
195,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
196,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
197,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
198,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
199,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,Neo by Bank Neo Commerce,kemudahan transaksi,,kemudahan pembukaan rekening,,promo,,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
200,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
201,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
202,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,karena sedang tren,,,promo,,,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,Mutasi rekening/ History Transaksi/ Spending Tracker,,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,
203,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
204,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
205,Perempuan,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
206,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
207,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
208,Perempuan,15-20 tahun,tidak menjawab,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
209,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
210,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
211,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
212,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
213,Laki – laki,21-30 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Blu by Bank BCA,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,Transfer,,Pembayaran Tagihan,,Transaksi tidak berhasil namun saldo berkurang,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,Kesulitan menghubungi customer service
214,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
215,Laki – laki,>50 tahun,S3,> Rp 10 juta,,,,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
216,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
217,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,karena sedang tren,,,,,,,Pembayaran Tagihan,,Transaksi tidak berhasil namun saldo berkurang,,Kesulitan menghubungi customer service
218,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,,,,,,,,,,,Cek Saldo,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,Transaksi tidak berhasil namun saldo berkurang,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,
219,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
220,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
221,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
222,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
223,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,promo,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
224,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
225,Perempuan,41-50 tahun,S1,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
226,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
227,Laki – laki,31-40 tahun,S2,> Rp 10 juta,,Streaming video/ film,,,Melakukan konsultasi kesehatan secara online,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,,Transfer,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,
228,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,,,,,,,,,,Cek Saldo,,,,Mutasi rekening/ History Transaksi/ Spending Tracker,,Tidak melakukan transaksi tapi saldo berkurang/ ada transaksi,
229,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
230,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,,,,
231,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
232,Perempuan,41-50 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
233,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
234,Perempuan,>50 tahun,SD,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
235,Perempuan,41-50 tahun,SMA,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
236,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,,,kemudahan transaksi,karena sedang tren,kemudahan pembukaan rekening,fitur yang ditawarkan beragam dan memenuhi kebutuhan,promo,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,,,,
237,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
238,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
239,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
240,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
241,Perempuan,>50 tahun,S2,> Rp 10 juta,,,,,,ya,,,,,,kemudahan transaksi,,,,,,,,Pembayaran Tagihan,,,,
242,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
243,Laki – laki,>50 tahun,S1,> Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
244,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
245,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
246,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
247,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
248,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
249,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
250,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
251,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
252,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
253,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,,,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,,,,Pembayaran Tagihan,,,,
254,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
255,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,,,,Blu by Bank BCA,,,,,,promo,,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",,,,,
256,Perempuan,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
257,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
258,tidak menjawab,tidak menjawab,tidak menjawab,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
259,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
260,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
261,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
262,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
263,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,,Transfer,,,,Transaksi tidak berhasil namun saldo berkurang,,
264,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
265,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
266,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
267,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
268,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
269,Perempuan,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
270,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,,,Cek Saldo,Transfer,,Pembayaran Tagihan,,,,
271,Perempuan,>50 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
272,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
273,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
274,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
275,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,kemudahan transaksi,,,fitur yang ditawarkan beragam dan memenuhi kebutuhan,,Cek Saldo,Transfer,"Pembelian Pulsa, eMoney, & voucher-voucher lainnya",Pembayaran Tagihan,,,,
276,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
277,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
278,Perempuan,31-40 tahun,S1,> Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
279,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,kemudahan pembukaan rekening,,,Cek Saldo,,,,,,,
280,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
281,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
282,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Blu by Bank BCA,,,karena sedang tren,,,promo,,,,,,,,Kesulitan menghubungi customer service
283,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Jenius by Bank BTPN,,,,,kemudahan transaksi,karena sedang tren,,,,,Transfer,,,,,,
284,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
285,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
286,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
287,tidak menjawab,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
288,Perempuan,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,,,,,,kemudahan transaksi,,kemudahan pembukaan rekening,,,Cek Saldo,,,,,,,
289,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
290,Laki – laki,>50 tahun,S1,> Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,,,,,
291,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,,,,,,,,,,,,,,,,
292,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
293,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
294,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
295,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
296,Perempuan,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
